file_name|line_number|columna_unica
45e90837-55da-4a57-bb26-8af9c249a35e|79|DESCRIPCION DEL N DE PERIODOS PERIODO O UNIDAD TARIFA UNITARIA TOTAL OFERTA
45e90837-55da-4a57-bb26-8af9c249a35e|80|OBJETO DE TIEMPO DE TIEMPO OFERTADA ECONOMICA
45e90837-55da-4a57-bb26-8af9c249a35e|81|SUPERVISION DE OBRA 180 S 1 645 00 S 296 100 00
45e90837-55da-4a57-bb26-8af9c249a35e|82|LIGUIDACION DE OBRA S 44 559 27
45e90837-55da-4a57-bb26-8af9c249a35e|83|S 340 659 27
45e90837-55da-4a57-bb26-8af9c249a35e|84|ESTE MONTO COMPRENDE EL COSTO DEL SERVICIO DE CONSULTORIA DE OBRA TODOS LOS TRIBUTOS SEGUROS TRANSPORTE INSPECCIONES
45e90837-55da-4a57-bb26-8af9c249a35e|85|PRUEBAS Y DE SER EL CASO LOS COSTOS LABORALES CONFORME A LA LEGISLACION VIGENTE ASI COMO CUALQUIER OTRO CONCEPTO QUE PUEDA
45e90837-55da-4a57-bb26-8af9c249a35e|86|TENER INCIDENCIA SOBRE LA EJECUCION DEL SERVICIO DE CONSULTORIA DE OBRA MATERIA DEL PRESENTE CONTRATO
45e90837-55da-4a57-bb26-8af9c249a35e|87|CLAUSULA CUARTA FUENTE DE FINANCIAMIENTO
45e90837-55da-4a57-bb26-8af9c249a35e|88|DE ACUERDO CON LO ESTABLECIDO EN LAS BASES DEL PROCEDIMIENTO DE SELECCION EL EGRESO QUE GENERA EL PRESENTE CONTRATO SERA
45e90837-55da-4a57-bb26-8af9c249a35e|89|FINANCIADO CON CARGO A
45e90837-55da-4a57-bb26-8af9c249a35e|90|DE FTO RECURSOS ORDINARIOS
45e90837-55da-4a57-bb26-8af9c249a35e|91|CLAUSULA QUINTA DEL PAGO
45e90837-55da-4a57-bb26-8af9c249a35e|92|LA ENTIDAD SE OBLIGA A PAGAR LA CONTRAPRESTACION A EL CONTRATISTA EN MONEDA NACIONAL SOLES A TRAV S DE
45e90837-55da-4a57-bb26-8af9c249a35e|93|VALORIZACIONES MENSUALES DE ACUERDO CON EL SISTEMA DE CONTRATACION ESQUEMA MIXTO CORRESPONDIENDO A LA SUPERVISION DE
45e90837-55da-4a57-bb26-8af9c249a35e|94|OBRA BAJO LA MODALIDAD DE TARIFA Y A LA LIQUIDACI N A SUMA ALZADA LUEGO DE LA RECEPCIDN FORMAL Y COMPLETA DE LA
45e90837-55da-4a57-bb26-8af9c249a35e|95|DOCUMENTACION CORRESPONDIENTE SEGTIN LO ESTABLECIDO EN EL ARTICULO 171 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DEL
45e90837-55da-4a57-bb26-8af9c249a35e|96|ESTADO
45e90837-55da-4a57-bb26-8af9c249a35e|97|PARA TAL EFECTO EL RESPONSABLE DE OTORGAR LA CONFORMIDAD DE LA PRESTACION DEBERA HACERLO EN UN PLAZO QUE NO EXCEDERA DE LOS
45e90837-55da-4a57-bb26-8af9c249a35e|98|QUINCE 15 DIAS BAJO RESPONSABILIDAD DE DICHO FUNCIONARIO
45e90837-55da-4a57-bb26-8af9c249a35e|99|LA ENTIDAD DEBE EFECTUAR EL PAGO DENTRO DE LOS DIEZ 10 DIAS CALENDARIOS SIGUIENTES DE OTORGADA LA CONFORMIDAD DE LOS
45e90837-55da-4a57-bb26-8af9c249a35e|100|BIENES SIEMPRE QUE SE VERIFIQUEN LAS CONDICIONES ESTABLECIDAS EN EL CONTRATO PARA ELLO BAJO RESPONSABILIDAD DEL FUNCIONARIO
45e90837-55da-4a57-bb26-8af9c249a35e|101|COMPETENTE
45e90837-55da-4a57-bb26-8af9c249a35e|102|EN CASO DE RETRASO EN EL PAGO POR PARTE DE LA ENTIDAD SALVO QUE SE DEBA A CASO FORTUITO O FUERZA MAYOR EL CONTRATISTA
45e90837-55da-4a57-bb26-8af9c249a35e|103|TENDRA DERECHO AL PAGO INTERESES LEGALES CONFORME LO ESTABLECIDO EN EL ARTICULO 39 DE LA LEY DE CONTRATACIONES DEL ESTADO Y
45e90837-55da-4a57-bb26-8af9c249a35e|104|EN EL ARTICULO 171 DE SU REGLAMENTO LOS QUE SE COMPUTAN DESDE LA OPORTUNIDAD EN QUE EL PAGO DEBID EFECTUARSE
45e90837-55da-4a57-bb26-8af9c249a35e|105|CLAUSULA SEXTA PLAZO DE LA EJECUCION DE LA PRESTACION
45e90837-55da-4a57-bb26-8af9c249a35e|106|EL PLAZO DE EJECUCIDN DE SERVICIO DE CONSULTORIA DE OBRA ES DE DOSCIENTOS CUARENTA 240 DIAS CALENDARIOS EN
45e90837-55da-4a57-bb26-8af9c249a35e|107|CONCORDANCIA CON LO ESTABLECIDO EN EL EXPEDIENTE DE CONTRATACION SEGUN EL SIGUIENTE DETALLE
45e90837-55da-4a57-bb26-8af9c249a35e|108|180 DIAS CALENDARIOS SUPERVISION DE LA EJECUCION DE LA OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|109|60 DIAS CALENDARIOS LIQUIDACION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|110|240 DIAS CALENDARIOS PLAZO TOTAL DE EJECUCION DEL SERVICIO
45e90837-55da-4a57-bb26-8af9c249a35e|111|EN EL CASO DE SUPERVISION DE OBRAS EL PLAZO INICIAL DEL CONTRATO SE ENCUENTRA VINCULADO AL DEL CONTRATO DE OBRA A EJECUTAR Y
45e90837-55da-4a57-bb26-8af9c249a35e|112|COMPRENDE HASTA LA LIQUIDACION DE OBRA DE CONFORMIDAD CON LO ESTABLECIDO EN EL ARTICULO 10 DE LA LEY DE CONTRATACIONES DEL
45e90837-55da-4a57-bb26-8af9c249a35e|113|ESTADO
45e90837-55da-4a57-bb26-8af9c249a35e|114|CLAUSULA SEPTIMA PERSONAL CLAVE
45e90837-55da-4a57-bb26-8af9c249a35e|115|RR PALIRPR ARIAT A WAK A BP SPE PEE EE BE P  I ME VE IN ZIE AM PA AA PAN STI SATE P E OE EA AA IES
45e90837-55da-4a57-bb26-8af9c249a35e|116|LL UVIVNINALIOIA CUBNIPALIA CULT SL POROULLAL LIAVE PIYVYPUCOLY PAI ALA LWIICUIG GIGSEUGIVI USI OGI VICI UG CUNSUNYUIIG BDUHUINTIC
45e90837-55da-4a57-bb26-8af9c249a35e|117|A
45e90837-55da-4a57-bb26-8af9c249a35e|118|SIGUIENTE DETALLE
45e90837-55da-4a57-bb26-8af9c249a35e|119|ING JUNIOR JULIO MEJIA RIVERA INGENIERO SUPERVISOR
45e90837-55da-4a57-bb26-8af9c249a35e|120|ING HENRY WILDER MARCELO SOLANO ESPECIALISTA EN ESTRUCTURAS
45e90837-55da-4a57-bb26-8af9c249a35e|121|ARG DARIO MARTINEZ MARTINEZ ESPECIALISTA EN ARQUITECTURA
45e90837-55da-4a57-bb26-8af9c249a35e|122|ING FILOMENO CLEMENS FILIO CLIAGUA ESPECIALISTA SANITARIO
45e90837-55da-4a57-bb26-8af9c249a35e|123|ING DANIEL RAMOS BUSTINCIO ESPECIALISTA ELECTRICO
45e90837-55da-4a57-bb26-8af9c249a35e|124|EDIFICIO ESTETAL N SAN JUAN PAMPA TELF 063 281262
45e90837-55da-4a57-bb26-8af9c249a35e|125|ICINE DE COORCINACION LIMA TELF 01 4250026
45e90837-55da-4a57-bb26-8af9c249a35e|126|CLAUSULA OCTAVA OBLIGACION DEL CONSULTOR DE ATENDER CONSULTAS
45e90837-55da-4a57-bb26-8af9c249a35e|127|DE CONFORMIDAD CON EL LITERAL B DEL NUMERAL 193 10 DEL ARTICULO 193 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DEL ESTADO
45e90837-55da-4a57-bb26-8af9c249a35e|128|EXISTE LA OBLIGACION DEL SUPERVISOR DE OBRA DE ATENDER LAS CONSULTAS EN OBRA DEBIENDO LA ENTIDAD APLICAR UNA PENALIDAD
45e90837-55da-4a57-bb26-8af9c249a35e|129|ASCENDENTE A UNA 1 IUT EN CASO ESTE NO ABSUELVA LAS CONSULTAS O LAS ABSUELVA FUERA DEL PLAZO SEFIALADO EN EL NUMERAL 193 3
45e90837-55da-4a57-bb26-8af9c249a35e|130|CLAUSULA NOVENA PARTES INTEGRANTES DEL CONTRATO
45e90837-55da-4a57-bb26-8af9c249a35e|131|EL PRESENTE CONTRATO ESTA CONFORMADO POR LAS BASES INTEGRADAS LA OFERTA GANADORA LOS T RMINOS DE REFERENCIA TDR DEL
45e90837-55da-4a57-bb26-8af9c249a35e|132|AREA USUARIA ASI COMO LOS DOCUMENTOS DERIVADOS DEL PRESENTE EXPEDIENTE QUE ESTABLEZCAN OBLIGACIONES PARA LAS PARTES
45e90837-55da-4a57-bb26-8af9c249a35e|133|CLAUSULA DECIMA GARANTIAS
45e90837-55da-4a57-bb26-8af9c249a35e|134|AL AMPARO DE LO DISPUESTO EN EL NUMERAL 149 4 DEL ARTICULO 149 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DEL ESTADO EL
45e90837-55da-4a57-bb26-8af9c249a35e|135|CONTRATISTA SOLICITO LA RETENCI N DEL DIEZ POR CIENTO 10 DEL MONTO CONTRATO ORIGINAL COMO GARANTIA DE FIEL CUMPLIMIENTO
45e90837-55da-4a57-bb26-8af9c249a35e|136|DE CONTRATO
45e90837-55da-4a57-bb26-8af9c249a35e|137|DEL FIE CUMPLIMIENTO DEL CONTRATO CORRESPONDE AL MONTO DE S 34 065 93 TREINTA Y CUATRO MIL SESENTA Y CINCO CON
45e90837-55da-4a57-bb26-8af9c249a35e|138|93 100 SOLES A TRAV S DE LA RETENCI N QUE DEBE EFECTUAR LA ENTIDAD DURANTE LA PRIMERA MITAD DE NTIMERO TOTAL
45e90837-55da-4a57-bb26-8af9c249a35e|139|DE PAGOS A REALIZARSE DE FORMA PRORRATEADA CON CARGO A SER DEVUELIO A LA FINALIZACION DEL MISMO LA MISMA QUE
45e90837-55da-4a57-bb26-8af9c249a35e|140|D BE MANTENERSE VIGENTE HASTA LA CONFORMIDAD DE LA ULTIMA PRESTACION
45e90837-55da-4a57-bb26-8af9c249a35e|141|AUSULA DECIMA PRIMERA CONFORMIDAD DE LA PRESTACION DEL SERVICIO
45e90837-55da-4a57-bb26-8af9c249a35e|142|LA CONFORMIDAD SERA EMITIDA CONFORME A LO INDICADO EN EL ARTICULO 168 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DEL ESTADO
45e90837-55da-4a57-bb26-8af9c249a35e|143|LA CONFORMIDAD SERA OTORGADA POR LA SUB GERENCIA DE SUPERVISION DE OBRAS DEL GOBIERNO REGIONAL DE PASCO
45e90837-55da-4a57-bb26-8af9c249a35e|144|DE EXISTIR OBSERVACIONES LA ENTIDAD LAS COMUNICA AL CONTRATISTA INDICANDO CLARAMENTE EL SENTIDO DE ESTAS OTORGANDOLE
45e90837-55da-4a57-bb26-8af9c249a35e|145|UN PLAZO PARA SUBSANAR NO MENOR DE CINCO 5 NI MAYOR DE QUINCE 15 DIAS SI PESE AL PLAZO OTORGADO EL CONTRATISTA NO
45e90837-55da-4a57-bb26-8af9c249a35e|146|CUMPLIESE A CABALIDAD CON LA SUBSANACI N LA ENTIDAD PUEDE OTORGAR AL CONTRATISTA PERIODOS ADICIONALES PARA LAS
45e90837-55da-4a57-bb26-8af9c249a35e|147|CORRECCIONES PERTINENTES EN ESTE SUPUESTO CORRESPONDE APLICAR LA PENALIDAD POR MORA DESDE EL VENCIMIENTO DE PLAZO PARA
45e90837-55da-4a57-bb26-8af9c249a35e|148|SUBSANAR
45e90837-55da-4a57-bb26-8af9c249a35e|149|ESTE PROCEDIMIENTO NO RESULTA APLICABLE CUANDO LA CONSULTORIA MANIFIESTAMENTE NO CUMPLA CON LAS CARACTERISTICAS Y CONDICIONES
45e90837-55da-4a57-bb26-8af9c249a35e|150|OFRECIDAS EN CUYO CASO LA ENTIDAD NO OTORGA LA CONFORMIDAD DEBIENDO CONSIDERARSE COMO NO EJECUTADA LA PRESTACION
45e90837-55da-4a57-bb26-8af9c249a35e|151|APLICANDOSE LA PENALIDAD QUE CORRESPONDA POR CADA DIA DE ATRASO
45e90837-55da-4a57-bb26-8af9c249a35e|152|CLAUSULA DECIMA SEGUNDA DECLARACION JURADA DEL CONTRATISTA
45e90837-55da-4a57-bb26-8af9c249a35e|153|EL CONTRATISTA DECLARA BAJO JURAMENTO QUE SE COMPROMETE A CUMPLIR LAS OBLIGACIONES DERIVADAS DEL PRESENTE CONTRATO
45e90837-55da-4a57-bb26-8af9c249a35e|154|BAJO SANCION DE QUEDAR INHABILITADO PARA CONTRATAR CON EL ESTADO EN CASO DE INCUMPLIMIENTO
45e90837-55da-4a57-bb26-8af9c249a35e|155|CLAUSULA DECIMA TERCERA RESPONSABILIDAD POR VICIOS OCULTOS
45e90837-55da-4a57-bb26-8af9c249a35e|156|LA CONFORMIDAD DEL SERVICIO POR PARTE DE LA ENTIDAD NO ENERVA SU DERECHO A RECLAMAR POSTERIORMENTE POR DEFECTOS 0 VICIOS
45e90837-55da-4a57-bb26-8af9c249a35e|157|OCULTOS CONFORME A LO DISPUESTO POR LOS ARTICULOS 40 DE LA LEY DE CONTRATACIONES DEL ESTADO Y 173 DE SU REGLAMENTO
45e90837-55da-4a57-bb26-8af9c249a35e|158|EL PLAZO MAXIMO DE RESPONSABILIDAD DE EL CONTRATISTA ES DE SIETE 07 AFIOS CONTADO A PARTIR DE LA CONFORMIDAD OTORGADA
45e90837-55da-4a57-bb26-8af9c249a35e|159|POR LA ENTIDAD
45e90837-55da-4a57-bb26-8af9c249a35e|160|CLAUSULA DECIMA CUARTA PENALIDADES
45e90837-55da-4a57-bb26-8af9c249a35e|161|EI ARTICULO 161 DEL REGLAMENTO DE LA NORMATIVA DE CONTRATACIONES HA ESTABLECIDO QUE LA ENTIDAD PREV EN LOS DOCUMENTOS DEL
45e90837-55da-4a57-bb26-8af9c249a35e|162|PROCEDIMIENTO DE SELECCION LA APLICACION DE LA PENALIDAD POR MORA ASIMISMO PUEDE PREVER OTRAS PENALIDADES PRECISANDO QUE
45e90837-55da-4a57-bb26-8af9c249a35e|163|ESTOS DOS TIPOS DE PENALIDADES PUEDEN ALCANZAR CADA UNA UN MONTO MAXIMO EQUIVALENTE AL DIEZ POR CIENTO 10 DEL MONTO
45e90837-55da-4a57-bb26-8af9c249a35e|164|DEL CONTRATO VIGENTE O DE SER EL CASO DEL ITEM QUE DEBI EJECUTARSE
45e90837-55da-4a57-bb26-8af9c249a35e|165|DEL MISMO MODO HA PRECISADO QUE ESTAS PENALIDADES SE DEDUCEN DE LOS PAGOS A CUENTA DE LAS VALORIZACIONES DEL PAGO FINAL
45e90837-55da-4a57-bb26-8af9c249a35e|166|O EN LA LIQUIDACION FINAL SEAUN CORRESPONDA O SI FUERA NECESARIO SE COBRA DEL MONTO RESULTANTE DE LA EJECUCION DE LA AARANTIA
45e90837-55da-4a57-bb26-8af9c249a35e|167|DE FIEL CUMPLIMIENTO
45e90837-55da-4a57-bb26-8af9c249a35e|168|O PENALIDAD POR MORA
45e90837-55da-4a57-bb26-8af9c249a35e|170|5 SI EL CONTRATISTA INCURRE EN RETRESO INJUSTIFICADO EN LA EJECUCION DE ES PRESTACIONES OBJETO DEL CONTRATO LA ENTIDAD LE
45e90837-55da-4a57-bb26-8af9c249a35e|171|APLICA AUTOMATICAMENTE UNA PENALIDAD POR MORA POR CADA DIA DE ATRASO DE ACUERDO A LA SICUIENTE FORMULA
45e90837-55da-4a57-bb26-8af9c249a35e|175|A X WOS PENELIDAD DIERIA HOSE 0 10 X MONTO VIGENTE
45e90837-55da-4a57-bb26-8af9c249a35e|176|TI
45e90837-55da-4a57-bb26-8af9c249a35e|177|5 READIES
45e90837-55da-4a57-bb26-8af9c249a35e|178|EDIFICIO ESTATAL N 01 SAN JUAN PAMPA TELF 053 261262
45e90837-55da-4a57-bb26-8af9c249a35e|179|OE ICINE D COORDINACIN LIMA TELF 01 4250028
45e90837-55da-4a57-bb26-8af9c249a35e|180|5A
45e90837-55da-4a57-bb26-8af9c249a35e|181|WV
45e90837-55da-4a57-bb26-8af9c249a35e|182|A
45e90837-55da-4a57-bb26-8af9c249a35e|183|UN
45e90837-55da-4a57-bb26-8af9c249a35e|184|REPRESENTANTE COM
45e90837-55da-4a57-bb26-8af9c249a35e|185|BNI 72157636
45e90837-55da-4a57-bb26-8af9c249a35e|186|DONDE F TIENE LOS SIGUIENTES VALORES
45e90837-55da-4a57-bb26-8af9c249a35e|188|B
45e90837-55da-4a57-bb26-8af9c249a35e|189|F PLAZO VIGENTE EN DIES
45e90837-55da-4a57-bb26-8af9c249a35e|190|PARA PLAZOS MENORES 0 IGUALES A SESENTA DIAS PARA BIENES SERVICIOS EN GENERAL CONSULTORIAS Y EJECUCION DE OBRAS
45e90837-55da-4a57-bb26-8af9c249a35e|191|F 0 40
45e90837-55da-4a57-bb26-8af9c249a35e|192|PARA PLAZOS MAYORES A SESENTA 60 DIAS
45e90837-55da-4a57-bb26-8af9c249a35e|193|B 1 PARA BIENES SERVICIOS EN GENERAL Y CONSULTORIAS F 0 25
45e90837-55da-4a57-bb26-8af9c249a35e|194|B 2 PARA OBRAS F 0 15
45e90837-55da-4a57-bb26-8af9c249a35e|195|CUANDO SE LLEGUE A CUBRIR EL MONTO MAXIMO DE LA PENALIDAD POR MORA O EL MONTO MAXIMO PARA OTRAS PENALIDADES DE SER EL
45e90837-55da-4a57-bb26-8af9c249a35e|196|CASO LA ENTIDAD PUEDE RESOLVER EL CONTRATO POR INCUMPLIMIENTO
45e90837-55da-4a57-bb26-8af9c249a35e|197|OTRAS PENALIDADES
45e90837-55da-4a57-bb26-8af9c249a35e|198|ADICIONALMENTE A LA PENALIDAD POR MORA DE CONFORMIDAD CON EL ARTICULO 163 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DEL
45e90837-55da-4a57-bb26-8af9c249a35e|199|ESTADO SE APLICARAN LAS OTRAS PENALIDADES SIGUIENTES
45e90837-55da-4a57-bb26-8af9c249a35e|201|N
45e90837-55da-4a57-bb26-8af9c249a35e|202|SUPUESTOS DE APLICACION DE
45e90837-55da-4a57-bb26-8af9c249a35e|203|PENALIDAD
45e90837-55da-4a57-bb26-8af9c249a35e|204|UANDO EL PERSONAL ACREDITADO PERMANECE
45e90837-55da-4a57-bb26-8af9c249a35e|205|MENOS DE SESENTA 60 DIAS DESDE EL INICIO DE
45e90837-55da-4a57-bb26-8af9c249a35e|206|SU PARTICIPACION EN LA EJECUCION DEL CONTRATO O
45e90837-55da-4a57-bb26-8af9c249a35e|207|DEL INTEGRO DEL PLAZO DE EJECUCI N SI ESTE ES
45e90837-55da-4a57-bb26-8af9c249a35e|208|MENOR A LOS SESENTA 60 DIAS DE CONFORMIDAD
45e90837-55da-4a57-bb26-8af9c249a35e|209|CON LAS DISPOSICIONES ESTABLECIDAS EN EL
45e90837-55da-4a57-bb26-8af9c249a35e|210|NUMERAL 190 2 DEL ARTICULO 190 DEL REGLAMENTO
45e90837-55da-4a57-bb26-8af9c249a35e|211|EN CASO EL CONTRATISTA INCUMPLA CON SU
45e90837-55da-4a57-bb26-8af9c249a35e|212|OBLIGACION DE EJECUTAR LA PRESTACI N CON EL
45e90837-55da-4a57-bb26-8af9c249a35e|213|PERSONAL ACREDITADO O DEBIDAMENTE SUSTITUIDO
45e90837-55da-4a57-bb26-8af9c249a35e|214|SI COMO CONSECUENCIA DE VERIFICAR EL
45e90837-55da-4a57-bb26-8af9c249a35e|215|FUNCIONAMIENTO U OPERATIVIDAD DE LA
45e90837-55da-4a57-bb26-8af9c249a35e|216|INFRAESTRUCTURA CULMINADA Y LAS INSTALACIONES Y
45e90837-55da-4a57-bb26-8af9c249a35e|217|EQUIPOS EN CASO CORRESPONDA EL COMITE DE
45e90837-55da-4a57-bb26-8af9c249a35e|218|RECEPCION ADVIERTE QUE LA OBRA NO SE ENCUENTRA
45e90837-55da-4a57-bb26-8af9c249a35e|219|CULMINADA
45e90837-55da-4a57-bb26-8af9c249a35e|221|FORMA DE
45e90837-55da-4a57-bb26-8af9c249a35e|222|CALCULO
45e90837-55da-4a57-bb26-8af9c249a35e|223|PROCEDIMIENTO
45e90837-55da-4a57-bb26-8af9c249a35e|224|UNA 1 UIT POR CADA DIA DE
45e90837-55da-4a57-bb26-8af9c249a35e|225|AUSENCIA DEL PERSONAL EN EL
45e90837-55da-4a57-bb26-8af9c249a35e|226|PLAZO PREVISTO
45e90837-55da-4a57-bb26-8af9c249a35e|227|UNA 1 UIT POR CADA DIA DE
45e90837-55da-4a57-bb26-8af9c249a35e|228|AUSENCIA DEL PERSONAL
45e90837-55da-4a57-bb26-8af9c249a35e|229|2 5 AL MONTO DEL CONTRATO DE
45e90837-55da-4a57-bb26-8af9c249a35e|230|SUPERVISION
45e90837-55da-4a57-bb26-8af9c249a35e|231|EN CASO EL SUPERVISOR DE OBRA NO ABSUELVA LAS
45e90837-55da-4a57-bb26-8af9c249a35e|232|CONSULTAS O LAS ABSUELVA FUERA DEL PLAZO
45e90837-55da-4a57-bb26-8af9c249a35e|233|SEFALADO EN EL NUMERAL 193 3 DEL ARTICULO 193
45e90837-55da-4a57-bb26-8af9c249a35e|234|DE REGLAMENTO
45e90837-55da-4a57-bb26-8af9c249a35e|235|INCUMPLIMIENTO DE USO DE UNIFORMES E
45e90837-55da-4a57-bb26-8af9c249a35e|236|IMPLEMENTOS DE SEGURIDAD DEL PERSONAL DE LA
45e90837-55da-4a57-bb26-8af9c249a35e|237|SUPERVISION
45e90837-55da-4a57-bb26-8af9c249a35e|239|E UNA 1 UIT POR NO ATENDER LAS
45e90837-55da-4a57-bb26-8af9c249a35e|242|SEGUN INFORME DEL
45e90837-55da-4a57-bb26-8af9c249a35e|243|COORDINADOR DE OBRA O
45e90837-55da-4a57-bb26-8af9c249a35e|244|INFORME DE LA SUB GERENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|245|DE SUPERVISION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|246|SEGIN INFORME DEL
45e90837-55da-4a57-bb26-8af9c249a35e|247|COORDINADOR DE OBRA O
45e90837-55da-4a57-bb26-8af9c249a35e|248|INFORME DE LA SUB GERENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|249|DE SUPERVISION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|250|SEGUN INFORME DEL COMIT
45e90837-55da-4a57-bb26-8af9c249a35e|251|DE RECEPCION
45e90837-55da-4a57-bb26-8af9c249a35e|252|CONSULTAS FORMULADAS POR EL
45e90837-55da-4a57-bb26-8af9c249a35e|253|RESIDENTE DE OBRA SEGUN LO
45e90837-55da-4a57-bb26-8af9c249a35e|254|DISPUESTO EN EL LITERAL B DEL
45e90837-55da-4a57-bb26-8af9c249a35e|255|NUMERAL 193 10 DEL ARTICULO
45e90837-55da-4a57-bb26-8af9c249a35e|256|193 DEL REGLAMENTO
45e90837-55da-4a57-bb26-8af9c249a35e|257|SE APLICARA UNA PENALIDAD DE
45e90837-55da-4a57-bb26-8af9c249a35e|258|0 25 UIT POR CADA OCURRENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|259|EN LA OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|260|NO HACER CUMPLIR AL CONTRATISTA EJECUTOR DE LA
45e90837-55da-4a57-bb26-8af9c249a35e|261|OBRA LAS MEDIDAS DE SEGURIDAD INDICADAS EN EL
45e90837-55da-4a57-bb26-8af9c249a35e|262|H MN
45e90837-55da-4a57-bb26-8af9c249a35e|263|EXPEDIENTE TECNICO Y LAS NORMATIVAS VIGENTES
45e90837-55da-4a57-bb26-8af9c249a35e|264|NO COMUNICA A LA ENTIDAD EN EL DIA SOBRE
45e90837-55da-4a57-bb26-8af9c249a35e|265|EVENTOS OCURRIDOS EN LA OBRA ACCIDENTES
45e90837-55da-4a57-bb26-8af9c249a35e|266|MANIFESTACIONES PERELIZACIONES
45e90837-55da-4a57-bb26-8af9c249a35e|267|SE APLICARA UNA PENALIDAD DE
45e90837-55da-4a57-bb26-8af9c249a35e|268|0 25 UIT POR CADA OCURRENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|269|EN LA OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|270|SE APLICARA UNA PENALIDAD DE
45e90837-55da-4a57-bb26-8af9c249a35e|271|0 5 UIT POR CADA OCURRENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|272|EN LA OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|273|SEGUN INFORME DEL
45e90837-55da-4a57-bb26-8af9c249a35e|274|COORDINADOR DE OBRA O
45e90837-55da-4a57-bb26-8af9c249a35e|275|INFORME DE LA SUB GERENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|276|DE SUPERVISION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|277|SEGUN INFORME DEL
45e90837-55da-4a57-bb26-8af9c249a35e|278|COORDINADOR DE OBRA O
45e90837-55da-4a57-bb26-8af9c249a35e|279|INFORME DE LA SUB GERENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|280|DE SUPERVISION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|281|SEGUN INFORME DEL
45e90837-55da-4a57-bb26-8af9c249a35e|282|COORDINADOR DE OBRA O
45e90837-55da-4a57-bb26-8af9c249a35e|283|INFORME DE LA SUB GERENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|284|DE SUPERVISION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|285|CAA IE INIANERSS NT
45e90837-55da-4a57-bb26-8af9c249a35e|286|VEYULL IIS UCI
45e90837-55da-4a57-bb26-8af9c249a35e|287|COORDINADOR DE OBRA O
45e90837-55da-4a57-bb26-8af9c249a35e|288|INFORME DE LA SUB GERENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|289|CE SUPERVISION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|290|OO EE EE RR RR ER RR RR EE EE EE EE EE EE WWW EWE EEE EEE EEE WEE EEE EEE EEE EEE
45e90837-55da-4a57-bb26-8af9c249a35e|291|ECIFICIO ESTATAL N 01 SAR
45e90837-55da-4a57-bb26-8af9c249a35e|292|LO
45e90837-55da-4a57-bb26-8af9c249a35e|293|AW WEE
45e90837-55da-4a57-bb26-8af9c249a35e|294|OFICIRIA
45e90837-55da-4a57-bb26-8af9c249a35e|295|I JUAN PAMPA TELF 063 281262
45e90837-55da-4a57-bb26-8af9c249a35e|296|ION LIMA TELF 01 425002
45e90837-55da-4a57-bb26-8af9c249a35e|297|CC
45e90837-55da-4a57-bb26-8af9c249a35e|298|OM
45e90837-55da-4a57-bb26-8af9c249a35e|299|REPRESENTANTE COM
45e90837-55da-4a57-bb26-8af9c249a35e|300|ONI 72157636
45e90837-55da-4a57-bb26-8af9c249a35e|301|CUANDO EL SUPERVISOR EN LAS VALORIZACIONES
45e90837-55da-4a57-bb26-8af9c249a35e|302|APRUEBE PARTIDAS NO EJECUIADAS O APRUEBE SE APLICARA UNA PENALIDAD DE
45e90837-55da-4a57-bb26-8af9c249a35e|303|AVANCES FISICOS SOBREDIMENSIONADOS AL 01 UIT POR CADA PARTIDA
45e90837-55da-4a57-bb26-8af9c249a35e|304|8 A EE PALL INFORME DE LA SUB GERENCIA
45e90837-55da-4a57-bb26-8af9c249a35e|305|MARGEN DE SER RESPONSABLE POR LOS PERJUICIOS IDENTIFICADA
45e90837-55da-4a57-bb26-8af9c249a35e|307|DE SUPERVISION DE OBRA
45e90837-55da-4a57-bb26-8af9c249a35e|308|OCASIONADOS A LA ENTIDAD
45e90837-55da-4a57-bb26-8af9c249a35e|309|POR PRESENTAR UN INFORME DEFICIENTE MALOS
